Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2015,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, SHIITAKE - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.26,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.72,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.84,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.04,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.09,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.641,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,"EASTERN STATES, OTHER",0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.86,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,"EASTERN STATES, OTHER",0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.607,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.86,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.87,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.853,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,"WESTERN STATES, OTHER",0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.53,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,"WESTERN STATES, OTHER",0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.87,
SURVEY,2015,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,"WESTERN STATES, OTHER",0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.853,
SURVEY,2015,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.93,
SURVEY,2015,MARKETING YEAR,,STATE,OTHER STATES,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.65,
SURVEY,2015,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.949,
SURVEY,2015,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.98,
SURVEY,2015,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.652,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.24,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.19,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.26,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.694,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.7,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, OTHER - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,6.16,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, OYSTER - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.74,
SURVEY,2014,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, SHIITAKE - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.21,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.75,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.87,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.12,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.996,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.06,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.624,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,"EASTERN STATES, OTHER",0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.41,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,"EASTERN STATES, OTHER",0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.524,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.81,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.82,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.783,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,"WESTERN STATES, OTHER",0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.54,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,"WESTERN STATES, OTHER",0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.56,
SURVEY,2014,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,"WESTERN STATES, OTHER",0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.596,
SURVEY,2014,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.87,
SURVEY,2014,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.88,
SURVEY,2014,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.85,
SURVEY,2014,MARKETING YEAR,,STATE,OTHER STATES,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.54,
SURVEY,2014,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.944,
SURVEY,2014,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.999,
SURVEY,2014,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.635,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.24,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.19,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.28,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.626,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.51,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, OTHER - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,4.99,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, OYSTER - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.02,
SURVEY,2013,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, SHIITAKE - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.32,
SURVEY,2013,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.77,
SURVEY,2013,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.82,
SURVEY,2013,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.958,
SURVEY,2013,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.993,
SURVEY,2013,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.07,
SURVEY,2013,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.606,
SURVEY,2013,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.72,
SURVEY,2013,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.73,
SURVEY,2013,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.728,
SURVEY,2013,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.75,
SURVEY,2013,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.763,
SURVEY,2013,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.721,
SURVEY,2013,MARKETING YEAR,,STATE,OTHER STATES,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.56,
SURVEY,2013,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.933,
SURVEY,2013,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1,
SURVEY,2013,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.618,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.22,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.18,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.26,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.628,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.33,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, OTHER - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,4.82,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, OYSTER - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,2.56,
SURVEY,2012,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, SHIITAKE - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.42,
SURVEY,2012,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.73,
SURVEY,2012,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.8,
SURVEY,2012,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1,
SURVEY,2012,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.995,
SURVEY,2012,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.07,
SURVEY,2012,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.599,
SURVEY,2012,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.65,
