Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2012,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.66,
SURVEY,2012,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.754,
SURVEY,2012,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.71,
SURVEY,2012,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.73,
SURVEY,2012,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.774,
SURVEY,2012,MARKETING YEAR,,STATE,OTHER STATES,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.57,
SURVEY,2012,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.907,
SURVEY,2012,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.972,
SURVEY,2012,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.588,
SURVEY,2012,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.62,
SURVEY,2012,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.63,
SURVEY,2012,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.9,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.18,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.14,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.24,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.599,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.01,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, OTHER - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,4.58,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, OYSTER - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,2.37,
SURVEY,2011,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, SHIITAKE - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,3.1,
SURVEY,2011,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.72,
SURVEY,2011,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.82,
SURVEY,2011,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.944,
SURVEY,2011,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.941,
SURVEY,2011,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.03,
SURVEY,2011,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.56,
SURVEY,2011,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.63,
SURVEY,2011,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.65,
SURVEY,2011,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.838,
SURVEY,2011,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.66,
SURVEY,2011,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.69,
SURVEY,2011,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.866,
SURVEY,2011,MARKETING YEAR,,STATE,OTHER STATES,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.57,
SURVEY,2011,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.885,
SURVEY,2011,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.964,
SURVEY,2011,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.557,
SURVEY,2011,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.65,
SURVEY,2011,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.68,
SURVEY,2011,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.74,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.17,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.14,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.23,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.587,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,2.56,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, OTHER - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,2.18,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, OYSTER - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,2.56,
SURVEY,2010,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, SPECIALTY, SHIITAKE - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,2.75,
SURVEY,2010,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.73,
SURVEY,2010,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.81,
SURVEY,2010,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,CENTRAL STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.967,
SURVEY,2010,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.931,
SURVEY,2010,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.01,
SURVEY,2010,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,EASTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.551,
SURVEY,2010,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.61,
SURVEY,2010,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.62,
SURVEY,2010,MARKETING YEAR,,REGION : MULTI-STATE,,,,,,,,WESTERN STATES,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.837,
SURVEY,2010,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.64,
SURVEY,2010,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.65,
SURVEY,2010,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.828,
SURVEY,2010,MARKETING YEAR,,STATE,OTHER STATES,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.59,
SURVEY,2010,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.876,
SURVEY,2010,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.95,
SURVEY,2010,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.548,
SURVEY,2010,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.69,
SURVEY,2010,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.72,
SURVEY,2010,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.64,
SURVEY,2009,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.13,
SURVEY,2009,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.24,
SURVEY,2009,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.564,
SURVEY,2008,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.15,
SURVEY,2008,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.24,
SURVEY,2008,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.645,
SURVEY,2007,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.12,
SURVEY,2007,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.21,
SURVEY,2007,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.64,
SURVEY,2006,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.02,
SURVEY,2006,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.13,
SURVEY,2006,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.428,
SURVEY,2005,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.03,
SURVEY,2005,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.14,
SURVEY,2005,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.463,
SURVEY,2004,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.04,
SURVEY,2004,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.14,
SURVEY,2004,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.532,
SURVEY,2003,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.05,
SURVEY,2003,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.02,
SURVEY,2003,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.12,
SURVEY,2003,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS, AGARICUS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.558,
SURVEY,2002,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.07,
SURVEY,2001,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.01,
SURVEY,2000,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1,
SURVEY,1999,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,1.01,
SURVEY,1998,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.981,
SURVEY,1997,MARKETING YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MUSHROOMS,"MUSHROOMS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.973,
